iter	Passed	Remaining
3239	13126	3079
3240	13132	3075
3241	13137	3071
3242	13142	3067
3243	13148	3064
3244	13155	3060
3245	13162	3057
3246	13172	3054
3247	13177	3051
3248	13182	3047
3249	13185	3042
3250	13192	3039
3251	13197	3035
3252	13203	3031
3253	13208	3028
3254	13211	3023
3255	13215	3019
3256	13221	3016
3257	13224	3011
3258	13228	3007
3259	13234	3004
3260	13239	3000
3261	13243	2996
3262	13248	2992
3263	13253	2988
3264	13257	2984
3265	13261	2980
3266	13265	2976
3267	13271	2972
3268	13276	2968
3269	13284	2965
3270	13291	2962
3271	13297	2958
3272	13301	2954
3273	13305	2950
3274	13309	2946
3275	13314	2942
3276	13320	2938
3277	13326	2935
3278	13331	2931
3279	13337	2927
3280	13342	2923
3281	13346	2919
3282	13351	2915
3283	13355	2911
3284	13360	2907
3285	13365	2904
3286	13372	2900
3287	13383	2898
3288	13391	2894
3289	13399	2891
3290	13403	2887
3291	13407	2883
3292	13416	2880
3293	13424	2877
3294	13433	2874
3295	13439	2870
3296	13448	2867
3297	13452	2863
3298	13456	2859
3299	13462	2855
3300	13466	2851
3301	13470	2847
3302	13476	2843
3303	13481	2839
3304	13488	2836
3305	13497	2833
3306	13505	2830
3307	13512	2826
3308	13519	2823
3309	13530	2820
3310	13536	2816
3311	13543	2813
3312	13548	2809
3313	13554	2805
3314	13557	2801
3315	13564	2797
3316	13571	2794
3317	13578	2790
3318	13581	2786
3319	13588	2783
3320	13593	2779
3321	13599	2775
3322	13606	2772
3323	13613	2768
3324	13623	2765
3325	13631	2762
3326	13637	2758
3327	13644	2755
3328	13649	2751
3329	13652	2746
3330	13661	2743
3331	13667	2740
3332	13678	2737
3333	13687	2734
3334	13691	2730
3335	13697	2726
3336	13705	2723
3337	13711	2719
3338	13718	2715
3339	13729	2712
3340	13738	2709
3341	13752	2707
3342	13764	2705
3343	13770	2701
3344	13775	2697
3345	13781	2693
3346	13789	2690
3347	13795	2686
3348	13810	2684
3349	13819	2681
3350	13827	2677
3351	13834	2674
3352	13843	2671
3353	13850	2667
3354	13856	2663
3355	13866	2660
3356	13873	2657
3357	13881	2653
3358	13888	2650
3359	13894	2646
3360	13903	2643
3361	13910	2639
3362	13918	2636
3363	13924	2632
3364	13932	2629
3365	13946	2626
3366	13955	2623
3367	13961	2619
3368	13966	2615
3369	13974	2612
3370	13980	2608
3371	13989	2605
3372	13998	2602
3373	14003	2598
3374	14009	2594
3375	14014	2590
3376	14019	2586
3377	14024	2582
3378	14029	2578
3379	14032	2574
3380	14036	2569
3381	14041	2565
3382	14047	2561
3383	14054	2558
3384	14063	2555
3385	14072	2551
3386	14079	2548
3387	14091	2545
3388	14102	2542
3389	14110	2538
3390	14118	2535
3391	14125	2531
3392	14134	2528
3393	14141	2524
3394	14148	2521
3395	14153	2517
3396	14156	2512
3397	14160	2508
3398	14164	2504
3399	14167	2500
3400	14174	2496
3401	14181	2492
3402	14185	2488
3403	14190	2484
3404	14198	2481
3405	14203	2477
3406	14208	2473
3407	14213	2469
3408	14218	2465
3409	14223	2460
3410	14231	2457
3411	14236	2453
3412	14240	2449
3413	14246	2445
3414	14252	2441
3415	14256	2437
3416	14259	2432
3417	14262	2428
3418	14266	2424
3419	14269	2419
3420	14272	2415
3421	14275	2411
3422	14278	2406
3423	14282	2402
3424	14286	2398
3425	14289	2394
3426	14293	2389
3427	14297	2385
3428	14302	2381
3429	14308	2377
3430	14312	2373
3431	14318	2369
3432	14323	2365
3433	14327	2361
3434	14332	2357
3435	14336	2353
3436	14341	2349
3437	14345	2345
3438	14349	2340
3439	14356	2337
3440	14366	2333
3441	14374	2330
3442	14381	2326
3443	14386	2322
3444	14391	2318
3445	14399	2314
3446	14403	2310
3447	14411	2307
3448	14417	2303
3449	14421	2299
3450	14429	2295
3451	14433	2291
3452	14440	2287
3453	14447	2283
3454	14452	2279
3455	14458	2275
3456	14463	2271
3457	14468	2267
3458	14474	2263
3459	14481	2260
3460	14485	2255
3461	14489	2251
3462	14495	2247
3463	14501	2243
3464	14507	2240
3465	14512	2235
3466	14516	2231
3467	14521	2227
3468	14525	2223
3469	14530	2219
3470	14534	2215
3471	14541	2211
3472	14546	2207
3473	14550	2203
3474	14554	2198
3475	14560	2194
3476	14564	2190
3477	14567	2186
3478	14571	2182
3479	14575	2177
3480	14580	2173
3481	14587	2170
3482	14593	2166
3483	14596	2161
3484	14600	2157
3485	14607	2153
3486	14614	2150
3487	14620	2146
3488	14623	2141
3489	14627	2137
3490	14630	2133
3491	14633	2128
3492	14636	2124
3493	14642	2120
3494	14647	2116
3495	14654	2112
3496	14658	2108
3497	14663	2104
3498	14668	2100
3499	14672	2096
3500	14680	2092
3501	14686	2088
3502	14691	2084
3503	14695	2080
3504	14699	2075
3505	14705	2071
3506	14710	2067
3507	14715	2063
3508	14720	2059
3509	14729	2056
3510	14734	2052
3511	14739	2048
3512	14744	2044
3513	14748	2039
3514	14754	2035
3515	14763	2032
3516	14768	2028
3517	14775	2024
3518	14783	2020
3519	14789	2016
3520	14798	2013
3521	14808	2009
3522	14818	2006
3523	14825	2002
3524	14831	1998
3525	14837	1994
3526	14842	1990
3527	14849	1986
3528	14856	1982
3529	14861	1978
3530	14867	1974
3531	14876	1971
3532	14884	1967
3533	14891	1963
3534	14897	1959
3535	14905	1955
3536	14911	1951
3537	14916	1947
3538	14924	1944
3539	14930	1940
3540	14936	1936
3541	14944	1932
3542	14949	1928
3543	14953	1924
3544	14960	1920
3545	14966	1916
3546	14975	1912
3547	14981	1908
3548	14987	1904
3549	14990	1900
3550	14996	1896
3551	15003	1892
3552	15010	1888
3553	15018	1884
3554	15025	1880
3555	15032	1877
3556	15039	1873
3557	15043	1868
3558	15047	1864
3559	15051	1860
3560	15055	1855
3561	15059	1851
3562	15064	1847
3563	15069	1843
3564	15074	1839
3565	15081	1835
3566	15087	1831
3567	15094	1827
3568	15101	1823
3569	15107	1819
3570	15117	1816
3571	15123	1812
3572	15129	1808
3573	15135	1804
3574	15143	1800
3575	15153	1796
3576	15162	1792
3577	15169	1789
3578	15176	1785
3579	15183	1781
3580	15193	1777
3581	15204	1774
3582	15209	1770
3583	15216	1766
3584	15220	1761
3585	15227	1758
3586	15234	1754
3587	15242	1750
3588	15249	1746
3589	15259	1742
3590	15270	1739
3591	15279	1735
3592	15288	1731
3593	15294	1727
3594	15300	1723
3595	15305	1719
3596	15310	1715
3597	15316	1711
3598	15320	1706
3599	15326	1702
3600	15331	1698
3601	15339	1694
3602	15345	1690
3603	15351	1686
3604	15359	1682
3605	15364	1678
3606	15371	1674
3607	15377	1670
3608	15384	1666
3609	15390	1662
3610	15399	1658
3611	15404	1654
3612	15409	1650
3613	15416	1646
3614	15421	1642
3615	15426	1638
3616	15432	1634
3617	15436	1629
3618	15441	1625
3619	15447	1621
3620	15452	1617
3621	15457	1613
3622	15460	1608
3623	15464	1604
3624	15471	1600
3625	15475	1596
3626	15478	1591
3627	15482	1587
3628	15485	1583
3629	15488	1578
3630	15491	1574
3631	15495	1569
3632	15498	1565
3633	15501	1561
3634	15505	1556
3635	15508	1552
3636	15511	1548
3637	15514	1543
3638	15517	1539
3639	15520	1535
3640	15524	1530
3641	15527	1526
3642	15530	1521
3643	15533	1517
3644	15536	1513
3645	15539	1508
3646	15542	1504
3647	15545	1500
3648	15548	1495
3649	15552	1491
3650	15555	1486
3651	15558	1482
3652	15563	1478
